location,year,month,1,2,3,4,5
"egat, nonthaburi",2024,8,8.0,7.0,4.0,3.0,9.0
"egat, nonthaburi",2024,9,8.0,6.0,8.0,3.0,5.0
"egat, nonthaburi",2024,10,4.0,6.0,7.0,7.0,7.0
"egat, nonthaburi",2024,11,3.0,1.0,3.0,1.0,1.0
"highway-district, samut sakhon",2013,12,0.0,1.0,0.0,0.0,0.0
"highway-district, samut sakhon",2014,1,3.0,9.0,6.0,6.0,7.0
"highway-district, samut sakhon",2014,2,2.0,4.0,7.0,9.0,4.0
"highway-district, samut sakhon",2014,3,6.0,6.0,5.0,5.0,3.0
"highway-district, samut sakhon",2014,4,7.0,6.0,1.0,9.0,7.0
"highway-district, samut sakhon",2014,5,2.0,6.0,4.0,5.0,10.0
"highway-district, samut sakhon",2014,6,5.0,7.0,4.0,4.0,6.0
"highway-district, samut sakhon",2014,7,3.0,6.0,10.0,3.0,9.0
"highway-district, samut sakhon",2014,8,5.0,9.0,4.0,5.0,5.0
"highway-district, samut sakhon",2014,9,2.0,2.0,3.0,3.0,4.0
"highway-district, samut sakhon",2014,10,5.0,8.0,4.0,7.0,7.0
"highway-district, samut sakhon",2014,11,5.0,5.0,6.0,9.0,5.0
"highway-district, samut sakhon",2014,12,7.0,6.0,8.0,6.0,2.0
"highway-district, samut sakhon",2015,1,5.0,8.0,4.0,5.0,9.0
"highway-district, samut sakhon",2015,2,8.0,4.0,4.0,10.0,2.0
"highway-district, samut sakhon",2015,3,2.0,4.0,1.0,4.0,4.0
"highway-district, samut sakhon",2015,5,3.0,5.0,3.0,3.0,3.0
"highway-district, samut sakhon",2015,6,6.0,6.0,3.0,8.0,5.0
"highway-district, samut sakhon",2015,7,4.0,9.0,2.0,4.0,5.0
"highway-district, samut sakhon",2015,8,7.0,7.0,5.0,5.0,7.0
"highway-district, samut sakhon",2015,9,3.0,2.0,7.0,8.0,6.0
"highway-district, samut sakhon",2015,10,5.0,7.0,4.0,8.0,5.0
"highway-district, samut sakhon",2015,11,2.0,4.0,5.0,5.0,8.0
"highway-district, samut sakhon",2015,12,2.0,1.0,1.0,2.0,0.0
"highway-district, samut sakhon",2016,2,1.0,4.0,3.0,1.0,2.0
"highway-district, samut sakhon",2016,3,1.0,1.0,0.0,0.0,1.0
"highway-district, samut sakhon",2016,4,4.0,1.0,3.0,6.0,4.0
"highway-district, samut sakhon",2016,5,3.0,0.0,2.0,1.0,0.0
"highway-district, samut sakhon",2016,6,0.0,0.0,3.0,0.0,0.0
"highway-district, samut sakhon",2016,7,8.0,4.0,4.0,8.0,7.0
"highway-district, samut sakhon",2016,8,5.0,7.0,2.0,9.0,3.0
"highway-district, samut sakhon",2016,9,2.0,6.0,3.0,12.0,4.0
"highway-district, samut sakhon",2016,10,4.0,2.0,2.0,2.0,3.0
"highway-district, samut sakhon",2016,11,9.0,5.0,9.0,3.0,4.0
"highway-district, samut sakhon",2016,12,4.0,7.0,4.0,4.0,12.0
"highway-district, samut sakhon",2017,1,2.0,3.0,8.0,6.0,4.0
"highway-district, samut sakhon",2017,2,2.0,8.0,2.0,3.0,3.0
"highway-district, samut sakhon",2017,3,3.0,6.0,9.0,8.0,3.0
"highway-district, samut sakhon",2017,4,5.0,6.0,6.0,3.0,6.0
"highway-district, samut sakhon",2017,5,5.0,1.0,2.0,0.0,2.0
"highway-district, samut sakhon",2017,6,1.0,4.0,10.0,7.0,8.0
"highway-district, samut sakhon",2017,7,5.0,10.0,6.0,3.0,7.0
"highway-district, samut sakhon",2017,8,8.0,4.0,8.0,7.0,4.0
"highway-district, samut sakhon",2017,9,4.0,9.0,5.0,6.0,4.0
"highway-district, samut sakhon",2017,10,6.0,4.0,7.0,3.0,10.0
"highway-district, samut sakhon",2017,11,6.0,6.0,5.0,7.0,6.0
"highway-district, samut sakhon",2017,12,4.0,7.0,4.0,10.0,4.0
"highway-district, samut sakhon",2018,1,6.0,7.0,2.0,7.0,7.0
"highway-district, samut sakhon",2018,2,1.0,5.0,6.0,13.0,3.0
"highway-district, samut sakhon",2018,3,9.0,3.0,6.0,2.0,7.0
"highway-district, samut sakhon",2018,4,1.0,3.0,3.0,2.0,1.0
"highway-district, samut sakhon",2018,7,3.0,1.0,1.0,1.0,1.0
"highway-district, samut sakhon",2019,3,6.0,5.0,4.0,3.0,1.0
"highway-district, samut sakhon",2019,4,9.0,5.0,5.0,6.0,5.0
"highway-district, samut sakhon",2019,5,6.0,8.0,6.0,5.0,6.0
"highway-district, samut sakhon",2019,6,4.0,6.0,5.0,9.0,6.0
"highway-district, samut sakhon",2019,7,6.0,6.0,8.0,5.0,6.0
"highway-district, samut sakhon",2019,8,6.0,8.0,3.0,10.0,4.0
"highway-district, samut sakhon",2019,9,8.0,5.0,5.0,7.0,5.0
"highway-district, samut sakhon",2019,10,4.0,6.0,7.0,8.0,6.0
"highway-district, samut sakhon",2019,11,10.0,3.0,7.0,4.0,6.0
"highway-district, samut sakhon",2019,12,3.0,5.0,7.0,9.0,6.0
"highway-district, samut sakhon",2020,1,6.0,3.0,7.0,7.0,8.0
"highway-district, samut sakhon",2020,2,8.0,2.0,8.0,5.0,6.0
"highway-district, samut sakhon",2020,3,5.0,8.0,3.0,3.0,11.0
"highway-district, samut sakhon",2020,4,6.0,9.0,5.0,2.0,8.0
"highway-district, samut sakhon",2020,5,3.0,6.0,5.0,6.0,11.0
"highway-district, samut sakhon",2020,6,9.0,7.0,7.0,3.0,4.0
"highway-district, samut sakhon",2020,7,7.0,3.0,7.0,8.0,6.0
"highway-district, samut sakhon",2020,8,9.0,6.0,9.0,4.0,3.0
"highway-district, samut sakhon",2020,9,5.0,3.0,7.0,8.0,7.0
"highway-district, samut sakhon",2020,10,14.0,5.0,7.0,3.0,2.0
"highway-district, samut sakhon",2020,11,3.0,7.0,6.0,8.0,6.0
"highway-district, samut sakhon",2020,12,7.0,6.0,7.0,4.0,7.0
"highway-district, samut sakhon",2021,1,6.0,11.0,5.0,5.0,4.0
"highway-district, samut sakhon",2021,2,3.0,10.0,3.0,5.0,7.0
"highway-district, samut sakhon",2021,3,9.0,6.0,4.0,5.0,7.0
"highway-district, samut sakhon",2021,4,12.0,5.0,7.0,2.0,4.0
"highway-district, samut sakhon",2021,5,9.0,7.0,5.0,5.0,5.0
"highway-district, samut sakhon",2021,6,7.0,6.0,5.0,7.0,5.0
"highway-district, samut sakhon",2021,7,7.0,5.0,5.0,6.0,8.0
"highway-district, samut sakhon",2021,8,8.0,6.0,5.0,6.0,6.0
"highway-district, samut sakhon",2021,9,5.0,5.0,4.0,7.0,9.0
"highway-district, samut sakhon",2021,10,2.0,6.0,4.0,11.0,8.0
"highway-district, samut sakhon",2021,11,11.0,5.0,5.0,4.0,5.0
"highway-district, samut sakhon",2021,12,7.0,6.0,4.0,9.0,5.0
"highway-district, samut sakhon",2022,1,7.0,6.0,5.0,8.0,5.0
"highway-district, samut sakhon",2022,2,6.0,5.0,2.0,8.0,7.0
"highway-district, samut sakhon",2022,3,4.0,10.0,5.0,7.0,5.0
"highway-district, samut sakhon",2022,4,6.0,5.0,5.0,8.0,6.0
"highway-district, samut sakhon",2022,5,7.0,7.0,7.0,7.0,3.0
"highway-district, samut sakhon",2022,6,5.0,8.0,4.0,6.0,7.0
"highway-district, samut sakhon",2022,7,9.0,6.0,1.0,7.0,8.0
"highway-district, samut sakhon",2022,8,7.0,8.0,3.0,7.0,6.0
"highway-district, samut sakhon",2022,9,7.0,7.0,8.0,4.0,4.0
"highway-district, samut sakhon",2022,10,6.0,6.0,6.0,5.0,8.0
"highway-district, samut sakhon",2022,11,6.0,8.0,7.0,6.0,3.0
"highway-district, samut sakhon",2022,12,12.0,4.0,7.0,4.0,4.0
"highway-district, samut sakhon",2023,1,4.0,9.0,6.0,6.0,6.0
"highway-district, samut sakhon",2023,2,4.0,7.0,5.0,7.0,5.0
"highway-district, samut sakhon",2023,3,6.0,5.0,7.0,9.0,4.0
"highway-district, samut sakhon",2023,4,12.0,7.0,5.0,3.0,3.0
"highway-district, samut sakhon",2023,5,8.0,8.0,5.0,7.0,3.0
"highway-district, samut sakhon",2023,6,11.0,5.0,7.0,5.0,2.0
"highway-district, samut sakhon",2023,7,7.0,4.0,9.0,7.0,4.0
"highway-district, samut sakhon",2023,8,2.0,11.0,5.0,5.0,8.0
"highway-district, samut sakhon",2023,9,5.0,5.0,6.0,10.0,4.0
"highway-district, samut sakhon",2023,10,7.0,5.0,5.0,7.0,7.0
"highway-district, samut sakhon",2023,11,7.0,6.0,5.0,6.0,6.0
"highway-district, samut sakhon",2023,12,3.0,9.0,4.0,8.0,7.0
"highway-district, samut sakhon",2024,1,6.0,5.0,9.0,5.0,6.0
"highway-district, samut sakhon",2024,2,6.0,7.0,4.0,7.0,5.0
"highway-district, samut sakhon",2024,3,4.0,10.0,4.0,8.0,5.0
"highway-district, samut sakhon",2024,4,2.0,7.0,6.0,9.0,6.0
"highway-district, samut sakhon",2024,5,7.0,5.0,11.0,3.0,3.0
"highway-district, samut sakhon",2024,6,4.0,5.0,10.0,5.0,6.0
"highway-district, samut sakhon",2024,7,4.0,5.0,6.0,8.0,8.0
"highway-district, samut sakhon",2024,8,4.0,7.0,8.0,7.0,5.0
"highway-district, samut sakhon",2024,9,7.0,6.0,7.0,6.0,4.0
"highway-district, samut sakhon",2024,10,1.0,1.0,5.0,4.0,2.0
"nonsi-witthaya school, bangkok",2013,12,0.0,0.0,0.0,1.0,0.0
"nonsi-witthaya school, bangkok",2014,1,5.0,5.0,10.0,9.0,2.0
"nonsi-witthaya school, bangkok",2014,2,2.0,7.0,6.0,8.0,5.0
"nonsi-witthaya school, bangkok",2014,3,4.0,10.0,7.0,6.0,4.0
"nonsi-witthaya school, bangkok",2014,4,9.0,5.0,5.0,4.0,7.0
"nonsi-witthaya school, bangkok",2014,5,3.0,4.0,1.0,2.0,2.0
"nonsi-witthaya school, bangkok",2014,6,9.0,4.0,5.0,8.0,3.0
"nonsi-witthaya school, bangkok",2014,7,5.0,12.0,3.0,6.0,5.0
"nonsi-witthaya school, bangkok",2014,8,7.0,8.0,3.0,7.0,6.0
"nonsi-witthaya school, bangkok",2014,9,5.0,3.0,10.0,4.0,8.0
"nonsi-witthaya school, bangkok",2014,10,4.0,6.0,3.0,7.0,11.0
"nonsi-witthaya school, bangkok",2014,11,5.0,4.0,10.0,5.0,6.0
"nonsi-witthaya school, bangkok",2014,12,7.0,4.0,8.0,4.0,6.0
"nonsi-witthaya school, bangkok",2015,1,4.0,5.0,7.0,8.0,7.0
"nonsi-witthaya school, bangkok",2015,2,7.0,3.0,7.0,5.0,6.0
"nonsi-witthaya school, bangkok",2015,3,6.0,8.0,6.0,4.0,6.0
"nonsi-witthaya school, bangkok",2015,4,5.0,7.0,5.0,7.0,2.0
"nonsi-witthaya school, bangkok",2015,5,6.0,11.0,9.0,1.0,4.0
"nonsi-witthaya school, bangkok",2015,6,3.0,5.0,10.0,7.0,5.0
"nonsi-witthaya school, bangkok",2015,7,3.0,3.0,4.0,15.0,6.0
"nonsi-witthaya school, bangkok",2015,8,6.0,7.0,9.0,7.0,2.0
"nonsi-witthaya school, bangkok",2015,9,3.0,8.0,11.0,6.0,2.0
"nonsi-witthaya school, bangkok",2015,10,5.0,7.0,7.0,5.0,7.0
"nonsi-witthaya school, bangkok",2015,11,4.0,6.0,4.0,9.0,7.0
"nonsi-witthaya school, bangkok",2015,12,5.0,4.0,6.0,5.0,10.0
"nonsi-witthaya school, bangkok",2016,1,8.0,8.0,7.0,3.0,4.0
"nonsi-witthaya school, bangkok",2016,2,6.0,5.0,5.0,10.0,3.0
"nonsi-witthaya school, bangkok",2016,3,7.0,10.0,3.0,4.0,7.0
"nonsi-witthaya school, bangkok",2016,4,5.0,3.0,6.0,2.0,5.0
"nonsi-witthaya school, bangkok",2016,5,3.0,4.0,7.0,3.0,6.0
"nonsi-witthaya school, bangkok",2016,6,3.0,7.0,6.0,8.0,6.0
"nonsi-witthaya school, bangkok",2016,7,3.0,8.0,2.0,2.0,1.0
"nonsi-witthaya school, bangkok",2016,8,6.0,8.0,4.0,9.0,4.0
"nonsi-witthaya school, bangkok",2016,9,6.0,7.0,4.0,4.0,9.0
"nonsi-witthaya school, bangkok",2016,10,2.0,5.0,10.0,5.0,9.0
"nonsi-witthaya school, bangkok",2016,11,6.0,5.0,7.0,5.0,2.0
"nonsi-witthaya school, bangkok",2017,1,2.0,4.0,3.0,3.0,2.0
"nonsi-witthaya school, bangkok",2017,2,1.0,5.0,10.0,8.0,4.0
"nonsi-witthaya school, bangkok",2017,3,9.0,5.0,8.0,4.0,5.0
"nonsi-witthaya school, bangkok",2017,4,9.0,4.0,7.0,6.0,4.0
"nonsi-witthaya school, bangkok",2017,5,10.0,7.0,4.0,3.0,7.0
"nonsi-witthaya school, bangkok",2017,6,7.0,4.0,5.0,6.0,8.0
"nonsi-witthaya school, bangkok",2017,7,6.0,3.0,4.0,1.0,0.0
"nonsi-witthaya school, bangkok",2017,10,1.0,2.0,2.0,1.0,3.0
"nonsi-witthaya school, bangkok",2017,11,1.0,3.0,4.0,4.0,5.0
"nonsi-witthaya school, bangkok",2017,12,5.0,6.0,6.0,1.0,6.0
"nonsi-witthaya school, bangkok",2018,1,7.0,3.0,4.0,2.0,3.0
"nonsi-witthaya school, bangkok",2018,2,0.0,5.0,3.0,2.0,4.0
"nonsi-witthaya school, bangkok",2018,7,4.0,0.0,3.0,1.0,0.0
"nonsi-witthaya school, bangkok",2020,1,2.0,2.0,3.0,1.0,3.0
"nonsi-witthaya school, bangkok",2020,2,6.0,7.0,4.0,6.0,6.0
"nonsi-witthaya school, bangkok",2020,3,6.0,10.0,7.0,6.0,1.0
"nonsi-witthaya school, bangkok",2020,4,6.0,5.0,7.0,6.0,6.0
"nonsi-witthaya school, bangkok",2020,5,4.0,4.0,6.0,10.0,7.0
"nonsi-witthaya school, bangkok",2020,6,7.0,5.0,7.0,5.0,6.0
"nonsi-witthaya school, bangkok",2020,7,8.0,6.0,6.0,5.0,6.0
"nonsi-witthaya school, bangkok",2020,8,4.0,9.0,6.0,6.0,6.0
"nonsi-witthaya school, bangkok",2020,9,7.0,5.0,6.0,3.0,9.0
"nonsi-witthaya school, bangkok",2020,10,7.0,9.0,7.0,2.0,6.0
"nonsi-witthaya school, bangkok",2020,11,7.0,7.0,6.0,5.0,5.0
"nonsi-witthaya school, bangkok",2020,12,1.0,9.0,8.0,5.0,8.0
"nonsi-witthaya school, bangkok",2021,1,3.0,7.0,8.0,11.0,2.0
"nonsi-witthaya school, bangkok",2021,2,4.0,5.0,6.0,8.0,5.0
"nonsi-witthaya school, bangkok",2021,3,4.0,6.0,7.0,9.0,5.0
"nonsi-witthaya school, bangkok",2021,4,7.0,6.0,4.0,6.0,7.0
"nonsi-witthaya school, bangkok",2021,5,6.0,2.0,7.0,8.0,8.0
"nonsi-witthaya school, bangkok",2021,6,3.0,5.0,10.0,7.0,5.0
"nonsi-witthaya school, bangkok",2021,7,7.0,5.0,8.0,7.0,4.0
"nonsi-witthaya school, bangkok",2021,8,4.0,8.0,6.0,9.0,4.0
"nonsi-witthaya school, bangkok",2021,9,3.0,7.0,8.0,6.0,6.0
"nonsi-witthaya school, bangkok",2021,10,8.0,6.0,6.0,4.0,7.0
"nonsi-witthaya school, bangkok",2021,11,9.0,5.0,7.0,3.0,6.0
"nonsi-witthaya school, bangkok",2021,12,3.0,7.0,5.0,7.0,9.0
"nonsi-witthaya school, bangkok",2022,1,10.0,3.0,4.0,10.0,4.0
"nonsi-witthaya school, bangkok",2022,2,6.0,10.0,4.0,7.0,1.0
"nonsi-witthaya school, bangkok",2022,3,8.0,6.0,5.0,4.0,8.0
"nonsi-witthaya school, bangkok",2022,4,2.0,13.0,6.0,2.0,7.0
"nonsi-witthaya school, bangkok",2022,5,6.0,3.0,4.0,11.0,7.0
"nonsi-witthaya school, bangkok",2022,6,9.0,9.0,4.0,3.0,5.0
"nonsi-witthaya school, bangkok",2022,7,6.0,6.0,7.0,3.0,9.0
"nonsi-witthaya school, bangkok",2022,8,6.0,4.0,10.0,8.0,3.0
"nonsi-witthaya school, bangkok",2022,9,5.0,5.0,7.0,5.0,8.0
"nonsi-witthaya school, bangkok",2022,10,7.0,4.0,8.0,7.0,5.0
"nonsi-witthaya school, bangkok",2022,11,6.0,8.0,5.0,4.0,6.0
"nonsi-witthaya school, bangkok",2022,12,6.0,5.0,4.0,5.0,11.0
"nonsi-witthaya school, bangkok",2023,1,6.0,8.0,3.0,5.0,9.0
"nonsi-witthaya school, bangkok",2023,2,9.0,7.0,4.0,6.0,2.0
"nonsi-witthaya school, bangkok",2023,3,7.0,6.0,7.0,4.0,7.0
"nonsi-witthaya school, bangkok",2023,4,6.0,7.0,2.0,7.0,8.0
"nonsi-witthaya school, bangkok",2023,5,7.0,7.0,5.0,9.0,3.0
"nonsi-witthaya school, bangkok",2023,6,6.0,5.0,6.0,8.0,5.0
"nonsi-witthaya school, bangkok",2023,7,9.0,4.0,5.0,9.0,4.0
"nonsi-witthaya school, bangkok",2023,8,13.0,4.0,8.0,5.0,1.0
"nonsi-witthaya school, bangkok",2023,9,5.0,5.0,6.0,7.0,7.0
"nonsi-witthaya school, bangkok",2023,10,6.0,4.0,5.0,6.0,7.0
"nonsi-witthaya school, bangkok",2023,11,9.0,5.0,4.0,7.0,5.0
"nonsi-witthaya school, bangkok",2023,12,6.0,6.0,7.0,6.0,4.0
"nonsi-witthaya school, bangkok",2024,1,7.0,12.0,2.0,7.0,3.0
"nonsi-witthaya school, bangkok",2024,2,9.0,10.0,3.0,4.0,3.0
"nonsi-witthaya school, bangkok",2024,3,6.0,5.0,8.0,6.0,6.0
"nonsi-witthaya school, bangkok",2024,4,5.0,6.0,5.0,7.0,7.0
"nonsi-witthaya school, bangkok",2024,5,6.0,8.0,8.0,6.0,3.0
"nonsi-witthaya school, bangkok",2024,6,5.0,5.0,9.0,7.0,4.0
"nonsi-witthaya school, bangkok",2024,7,8.0,6.0,6.0,4.0,7.0
"nonsi-witthaya school, bangkok",2024,8,9.0,2.0,8.0,8.0,3.0
"nonsi-witthaya school, bangkok",2024,9,2.0,3.0,3.0,3.0,2.0
"nonsi-witthaya school, bangkok",2024,10,4.0,4.0,6.0,6.0,4.0
"prabadang-rehabiltation center, samut prakan",2014,1,3.0,2.0,6.0,4.0,6.0
"prabadang-rehabiltation center, samut prakan",2014,2,4.0,3.0,4.0,8.0,6.0
"prabadang-rehabiltation center, samut prakan",2014,3,5.0,3.0,8.0,5.0,5.0
"prabadang-rehabiltation center, samut prakan",2014,4,5.0,5.0,5.0,3.0,6.0
"prabadang-rehabiltation center, samut prakan",2014,5,3.0,1.0,5.0,4.0,3.0
"prabadang-rehabiltation center, samut prakan",2014,6,6.0,6.0,5.0,3.0,5.0
"prabadang-rehabiltation center, samut prakan",2014,7,5.0,4.0,4.0,4.0,8.0
"prabadang-rehabiltation center, samut prakan",2014,8,4.0,4.0,6.0,4.0,4.0
"prabadang-rehabiltation center, samut prakan",2014,9,5.0,7.0,2.0,7.0,4.0
"prabadang-rehabiltation center, samut prakan",2014,10,4.0,5.0,7.0,4.0,4.0
"prabadang-rehabiltation center, samut prakan",2014,11,2.0,3.0,8.0,2.0,4.0
"prabadang-rehabiltation center, samut prakan",2014,12,0.0,2.0,2.0,0.0,0.0
"prabadang-rehabiltation center, samut prakan",2015,1,5.0,5.0,2.0,1.0,6.0
"prabadang-rehabiltation center, samut prakan",2015,2,1.0,3.0,6.0,4.0,2.0
"prabadang-rehabiltation center, samut prakan",2015,3,3.0,1.0,4.0,4.0,6.0
"prabadang-rehabiltation center, samut prakan",2015,4,6.0,4.0,5.0,5.0,5.0
"prabadang-rehabiltation center, samut prakan",2015,5,2.0,6.0,8.0,6.0,9.0
"prabadang-rehabiltation center, samut prakan",2015,6,1.0,3.0,1.0,5.0,3.0
"prabadang-rehabiltation center, samut prakan",2015,7,9.0,5.0,3.0,4.0,10.0
"prabadang-rehabiltation center, samut prakan",2015,8,4.0,3.0,8.0,7.0,9.0
"prabadang-rehabiltation center, samut prakan",2015,9,3.0,0.0,4.0,3.0,3.0
"prabadang-rehabiltation center, samut prakan",2016,7,6.0,3.0,6.0,5.0,3.0
"prabadang-rehabiltation center, samut prakan",2016,8,12.0,4.0,2.0,7.0,6.0
"prabadang-rehabiltation center, samut prakan",2016,9,6.0,8.0,5.0,6.0,4.0
"prabadang-rehabiltation center, samut prakan",2016,10,6.0,4.0,7.0,8.0,6.0
"prabadang-rehabiltation center, samut prakan",2016,11,6.0,8.0,2.0,11.0,3.0
"prabadang-rehabiltation center, samut prakan",2016,12,10.0,7.0,4.0,2.0,8.0
"prabadang-rehabiltation center, samut prakan",2017,3,1.0,0.0,0.0,0.0,0.0
"prabadang-rehabiltation center, samut prakan",2017,4,5.0,5.0,6.0,4.0,10.0
"prabadang-rehabiltation center, samut prakan",2017,5,5.0,6.0,4.0,11.0,5.0
"prabadang-rehabiltation center, samut prakan",2017,6,7.0,3.0,10.0,6.0,4.0
"prabadang-rehabiltation center, samut prakan",2017,7,0.0,10.0,8.0,5.0,8.0
"prabadang-rehabiltation center, samut prakan",2017,8,7.0,8.0,1.0,3.0,6.0
"prabadang-rehabiltation center, samut prakan",2017,9,9.0,3.0,7.0,5.0,1.0
"prabadang-rehabiltation center, samut prakan",2017,10,7.0,6.0,7.0,6.0,5.0
"prabadang-rehabiltation center, samut prakan",2017,11,13.0,2.0,4.0,8.0,3.0
"prabadang-rehabiltation center, samut prakan",2017,12,9.0,5.0,7.0,4.0,6.0
"prabadang-rehabiltation center, samut prakan",2018,1,10.0,6.0,9.0,2.0,4.0
"prabadang-rehabiltation center, samut prakan",2018,2,2.0,4.0,11.0,4.0,7.0
"prabadang-rehabiltation center, samut prakan",2018,3,7.0,3.0,10.0,6.0,5.0
"prabadang-rehabiltation center, samut prakan",2018,4,8.0,8.0,5.0,5.0,4.0
"prabadang-rehabiltation center, samut prakan",2018,5,7.0,7.0,5.0,5.0,7.0
"prabadang-rehabiltation center, samut prakan",2018,6,7.0,7.0,4.0,4.0,8.0
"prabadang-rehabiltation center, samut prakan",2018,7,10.0,4.0,7.0,3.0,7.0
"prabadang-rehabiltation center, samut prakan",2018,8,3.0,4.0,9.0,6.0,9.0
"prabadang-rehabiltation center, samut prakan",2018,9,7.0,3.0,6.0,7.0,7.0
"prabadang-rehabiltation center, samut prakan",2018,10,7.0,4.0,9.0,5.0,6.0
"prabadang-rehabiltation center, samut prakan",2018,11,3.0,7.0,6.0,7.0,7.0
"prabadang-rehabiltation center, samut prakan",2018,12,7.0,5.0,6.0,3.0,10.0
"prabadang-rehabiltation center, samut prakan",2019,1,4.0,5.0,9.0,8.0,5.0
"prabadang-rehabiltation center, samut prakan",2019,2,8.0,5.0,7.0,5.0,3.0
"prabadang-rehabiltation center, samut prakan",2019,3,5.0,8.0,7.0,7.0,4.0
"prabadang-rehabiltation center, samut prakan",2019,4,9.0,3.0,4.0,7.0,7.0
"prabadang-rehabiltation center, samut prakan",2019,5,4.0,4.0,7.0,5.0,11.0
"prabadang-rehabiltation center, samut prakan",2019,6,6.0,8.0,3.0,5.0,8.0
"prabadang-rehabiltation center, samut prakan",2019,7,4.0,10.0,5.0,5.0,7.0
"prabadang-rehabiltation center, samut prakan",2019,8,6.0,3.0,8.0,6.0,8.0
"prabadang-rehabiltation center, samut prakan",2019,9,5.0,4.0,6.0,11.0,4.0
"prabadang-rehabiltation center, samut prakan",2019,10,6.0,6.0,5.0,5.0,9.0
"prabadang-rehabiltation center, samut prakan",2019,11,4.0,3.0,12.0,7.0,4.0
"prabadang-rehabiltation center, samut prakan",2019,12,3.0,5.0,8.0,6.0,8.0
"prabadang-rehabiltation center, samut prakan",2020,1,9.0,6.0,7.0,5.0,4.0
"prabadang-rehabiltation center, samut prakan",2020,2,4.0,3.0,10.0,6.0,6.0
"prabadang-rehabiltation center, samut prakan",2020,3,5.0,7.0,10.0,1.0,7.0
"prabadang-rehabiltation center, samut prakan",2020,4,6.0,9.0,5.0,6.0,4.0
"prabadang-rehabiltation center, samut prakan",2020,5,6.0,7.0,5.0,8.0,5.0
"prabadang-rehabiltation center, samut prakan",2020,6,5.0,5.0,8.0,8.0,4.0
"prabadang-rehabiltation center, samut prakan",2020,7,8.0,7.0,1.0,5.0,10.0
"prabadang-rehabiltation center, samut prakan",2020,8,11.0,3.0,7.0,4.0,6.0
"prabadang-rehabiltation center, samut prakan",2020,9,8.0,6.0,3.0,8.0,5.0
"prabadang-rehabiltation center, samut prakan",2020,10,8.0,6.0,10.0,4.0,3.0
"prabadang-rehabiltation center, samut prakan",2020,11,10.0,7.0,5.0,3.0,5.0
"prabadang-rehabiltation center, samut prakan",2020,12,3.0,7.0,10.0,5.0,6.0
"prabadang-rehabiltation center, samut prakan",2021,1,6.0,8.0,4.0,7.0,5.0
"prabadang-rehabiltation center, samut prakan",2021,2,6.0,6.0,9.0,2.0,5.0
"prabadang-rehabiltation center, samut prakan",2021,3,4.0,4.0,5.0,7.0,11.0
"prabadang-rehabiltation center, samut prakan",2021,4,9.0,2.0,5.0,5.0,9.0
"prabadang-rehabiltation center, samut prakan",2021,5,6.0,7.0,4.0,9.0,5.0
"prabadang-rehabiltation center, samut prakan",2021,6,5.0,5.0,5.0,7.0,8.0
"prabadang-rehabiltation center, samut prakan",2021,7,5.0,9.0,7.0,4.0,6.0
"prabadang-rehabiltation center, samut prakan",2021,8,7.0,7.0,8.0,5.0,4.0
"prabadang-rehabiltation center, samut prakan",2021,9,6.0,10.0,7.0,6.0,1.0
"prabadang-rehabiltation center, samut prakan",2021,10,3.0,5.0,7.0,7.0,9.0
"prabadang-rehabiltation center, samut prakan",2021,11,2.0,11.0,7.0,5.0,5.0
"prabadang-rehabiltation center, samut prakan",2021,12,6.0,7.0,5.0,10.0,3.0
"prabadang-rehabiltation center, samut prakan",2022,1,8.0,5.0,5.0,6.0,7.0
"prabadang-rehabiltation center, samut prakan",2022,2,4.0,8.0,7.0,3.0,6.0
"prabadang-rehabiltation center, samut prakan",2022,3,10.0,7.0,5.0,5.0,4.0
"prabadang-rehabiltation center, samut prakan",2022,4,4.0,4.0,6.0,10.0,6.0
"prabadang-rehabiltation center, samut prakan",2022,5,2.0,7.0,10.0,7.0,5.0
"prabadang-rehabiltation center, samut prakan",2022,6,5.0,6.0,10.0,8.0,1.0
"prabadang-rehabiltation center, samut prakan",2022,7,6.0,3.0,7.0,11.0,4.0
"prabadang-rehabiltation center, samut prakan",2022,8,4.0,5.0,8.0,7.0,7.0
"prabadang-rehabiltation center, samut prakan",2022,9,5.0,5.0,6.0,8.0,6.0
"prabadang-rehabiltation center, samut prakan",2022,10,1.0,11.0,7.0,7.0,5.0
"prabadang-rehabiltation center, samut prakan",2022,11,5.0,12.0,5.0,3.0,4.0
"prabadang-rehabiltation center, samut prakan",2022,12,8.0,3.0,7.0,8.0,5.0
"prabadang-rehabiltation center, samut prakan",2023,1,8.0,5.0,6.0,8.0,4.0
"prabadang-rehabiltation center, samut prakan",2023,2,9.0,5.0,3.0,5.0,6.0
"prabadang-rehabiltation center, samut prakan",2023,3,8.0,6.0,4.0,8.0,5.0
"prabadang-rehabiltation center, samut prakan",2023,4,4.0,8.0,5.0,7.0,6.0
"prabadang-rehabiltation center, samut prakan",2023,5,5.0,5.0,8.0,6.0,7.0
"prabadang-rehabiltation center, samut prakan",2023,6,3.0,6.0,5.0,7.0,9.0
"prabadang-rehabiltation center, samut prakan",2023,7,6.0,9.0,7.0,4.0,5.0
"prabadang-rehabiltation center, samut prakan",2023,8,5.0,7.0,5.0,3.0,11.0
"prabadang-rehabiltation center, samut prakan",2023,9,3.0,6.0,6.0,8.0,7.0
